,otv,debris1,debris2,debris3,debris4,debris5,debris6,debris7,debris8,debris9,debris10
776,[ 0.7375557  -1.06196113 -0.11295296],[ 0.3742738  -1.16239682 -0.00693844],[ 0.7375557  -1.06196113 -0.11295296],[-0.60045773 -0.87694058 -0.09654014],[1.0785148  0.478338   0.03137282],[0.03145852 1.08632544 0.04844248],[ 1.27729459 -0.01190183 -0.013828  ],[ 0.76111937 -1.035246   -0.05642513],[1.05009171 0.71019539 0.04063501],[-0.95691848 -0.63887886 -0.07377695],[ 0.88408129 -0.74171832 -0.02717207]
777,[ 0.74054184 -1.05990293 -0.11274661],[ 0.37783675 -1.16124359 -0.00693519],[ 0.74054184 -1.05990293 -0.11274661],[-0.59714213 -0.87916793 -0.09684683],[1.07696203 0.48180722 0.03162675],[0.02749218 1.08643273 0.04844978],[ 1.27732602 -0.00824846 -0.01358502],[ 0.76405787 -1.03308528 -0.056313  ],[1.04802674 0.71322521 0.04087817],[-0.95476556 -0.64202917 -0.07432018],[ 0.88655304 -0.73876571 -0.02707495]
778,[ 0.74352217 -1.05783642 -0.11253938],[ 0.38139615 -1.16007944 -0.00693188],[ 0.74352217 -1.05783642 -0.11253938],[-0.59381811 -0.88138288 -0.09715216],[1.07539804 0.48527142 0.03188036],[0.02352548 1.08652556 0.04845642],[ 1.27734695 -0.00459502 -0.01334194],[ 0.76699022 -1.03091624 -0.05620043],[1.04595298 0.71624905 0.04112099],[-0.95260197 -0.6451723  -0.07486257],[ 0.88901491 -0.73580488 -0.02697753]
779,[ 0.74649668 -1.05576163 -0.11233127],[ 0.38495197 -1.15890438 -0.0069285 ],[ 0.74649668 -1.05576163 -0.11233127],[-0.59048572 -0.88358542 -0.09745611],[1.07382286 0.48873056 0.03213363],[0.01955846 1.08660395 0.04846243],[ 1.27735738e+00 -9.41536783e-04 -1.30987431e-02],[ 0.76991639 -1.02873891 -0.0560874 ],[1.04387044 0.71926688 0.04136346],[-0.95042774 -0.64830822 -0.07540413],[ 0.89146688 -0.73283586 -0.02687981]
780,[ 0.74946535 -1.05367856 -0.11212228],[ 0.38850416 -1.15771842 -0.00692505],[ 0.74946535 -1.05367856 -0.11212228],[-0.58714502 -0.8857755  -0.0977587 ],[1.07223648 0.49218462 0.03238656],[0.01559118 1.08666787 0.04846778],[ 1.27735732  0.00271195 -0.01285544],[ 0.77283636 -1.02655329 -0.05597392],[1.04177914 0.72227867 0.04160558],[-0.94824289 -0.65143689 -0.07594485],[ 0.89390893 -0.72985867 -0.02678178]
781,[ 0.75242814 -1.05158724 -0.11191241],[ 0.3920527  -1.15652158 -0.00692154],[ 0.75242814 -1.05158724 -0.11191241],[-0.58379604 -0.8879531  -0.0980599 ],[1.07063894 0.49563354 0.03263916],[0.0116237  1.08671734 0.0484725 ],[ 1.27734677  0.00636541 -0.01261203],[ 0.77575011 -1.02435941 -0.05585999],[1.0396791  0.7252844  0.04184736],[-0.94604744 -0.65455829 -0.07648472],[ 0.89634102 -0.72687336 -0.02668346]
782,[ 0.75538504 -1.04948769 -0.11170166],[ 0.39559756 -1.15531385 -0.00691796],[ 0.75538504 -1.04948769 -0.11170166],[-0.58043883 -0.89011819 -0.09835972],[1.06903024 0.49907731 0.03289141],[0.00765605 1.08675236 0.04847656],[ 1.27732572  0.01001883 -0.01236852],[ 0.77865762 -1.02215728 -0.05574561],[1.03757032 0.72828404 0.04208878],[-0.94384142 -0.65767237 -0.07702374],[ 0.89876313 -0.72387996 -0.02658485]
783,[ 0.75833602 -1.04737991 -0.11149004],[ 0.39913869 -1.15409527 -0.00691432],[ 0.75833602 -1.04737991 -0.11149004],[-0.57707345 -0.89227074 -0.09865816],[1.06741041 0.50251587 0.03314333],[0.00368831 1.08677291 0.04847999],[ 1.27729417  0.01367216 -0.01212491],[ 0.78155886 -1.01994693 -0.05563078],[1.03545284 0.73127757 0.04232985],[-0.94162485 -0.6607791  -0.07756189],[ 0.90117524 -0.72087849 -0.02648593]
784,[ 0.76128106 -1.04526393 -0.11127755],[ 0.40267607 -1.15286583 -0.00691062],[ 0.76128106 -1.04526393 -0.11127755],[-0.57369993 -0.89441072 -0.09895521],[1.06577945 0.5059492  0.0333949 ],[-2.79479813e-04  1.08677901e+00  4.84827661e-02],[ 1.27725213  0.01732537 -0.01188119],[ 0.78445381 -1.01772836 -0.0555155 ],[1.03332667 0.73426495 0.04257057],[-0.93939775 -0.66387845 -0.07809918],[ 0.90357731 -0.717869   -0.02638672]
785,[ 0.76422014 -1.04313976 -0.11106418],[ 0.40620966 -1.15162554 -0.00690685],[ 0.76422014 -1.04313976 -0.11106418],[-0.57031833 -0.89653809 -0.09925086],[1.0641374  0.50937726 0.03364612],[-0.00424727  1.08677065  0.0484849 ],[ 1.2771996   0.02097845 -0.01163738],[ 0.78734245 -1.01550161 -0.05539978],[1.03119182 0.73724618 0.04281092],[-0.93716017 -0.66697038 -0.07863559],[ 0.90596932 -0.71485152 -0.02628722]
786,[ 0.76715323 -1.04100742 -0.11084995],[ 0.40973944 -1.15037443 -0.00690301],[ 0.76715323 -1.04100742 -0.11084995],[-0.56692869 -0.89865283 -0.09954512],[1.06248426 0.51280001 0.03389699],[-0.008215    1.08674784  0.04848639],[ 1.27713657  0.02463135 -0.01139348],[ 0.79022474 -1.01326667 -0.05528361],[1.02904832 0.74022122 0.04305092],[-0.9349121  -0.67005486 -0.07917113],[ 0.90835124 -0.71182607 -0.02618743]
787,[ 0.77008031 -1.03886692 -0.11063484],[ 0.41326536 -1.1491125  -0.00689911],[ 0.77008031 -1.03886692 -0.11063484],[-0.56353107 -0.9007549  -0.09983797],[1.06082005 0.51621742 0.03414751],[-0.01218262  1.08671056  0.04848723],[ 1.27706305  0.02828405 -0.01114948],[ 0.79310068 -1.01102359 -0.055167  ],[1.02689618 0.74319004 0.04329056],[-0.93265359 -0.67313184 -0.07970578],[ 0.91072305 -0.7087927  -0.02608734]
788,[ 0.77300135 -1.03671829 -0.11041887],[ 0.41678739 -1.14783976 -0.00689515],[ 0.77300135 -1.03671829 -0.11041887],[-0.5601255  -0.90284428 -0.10012941],[1.05914479 0.51962946 0.03439767],[-0.01615008  1.08665883  0.04848743],[ 1.27697904  0.03193652 -0.01090539],[ 0.79597023 -1.00877236 -0.05504994],[1.02473543 0.74615263 0.04352983],[-0.93038466 -0.67620131 -0.08023954],[ 0.91308472 -0.70575144 -0.02598696]
789,[ 0.77591635 -1.03456153 -0.11020203],[ 0.4203055  -1.14655623 -0.00689112],[ 0.77591635 -1.03456153 -0.11020203],[-0.55671204 -0.90492094 -0.10041944],[1.0574585  0.52303608 0.03464747],[-0.02011733  1.08659265  0.04848698],[ 1.27688454  0.03558872 -0.0106612 ],[ 0.79883338 -1.00651301 -0.05493244],[1.02256607 0.74910895 0.04376874],[-0.92810534 -0.67926322 -0.0807724 ],[ 0.91543622 -0.70270232 -0.02588629]
790,[ 0.77882526 -1.03239667 -0.10998434],[ 0.42381966 -1.14526191 -0.00688702],[ 0.77882526 -1.03239667 -0.10998434],[-0.55329073 -0.90698485 -0.10070806],[1.05576119 0.52643725 0.03489691],[-0.0240843   1.08651201  0.04848589],[ 1.27677954  0.03924064 -0.01041694],[ 0.80169009 -1.00424556 -0.05481449],[1.02038812 0.75205899 0.04400728],[-0.92581564 -0.68231754 -0.08130436],[ 0.91777753 -0.69964537 -0.02578534]
791,[ 0.78172808 -1.03022372 -0.10976577],[ 0.42732984 -1.14395683 -0.00688286],[ 0.78172808 -1.03022372 -0.10976577],[-0.54986163 -0.90903598 -0.10099526],[1.05405288 0.52983294 0.03514599],[-0.02805096  1.08641691  0.04848415],[ 1.27666406  0.04289223 -0.01017258],[ 0.80454035 -1.00197003 -0.05469611],[1.01820162 0.75500271 0.04424545],[-0.92351559 -0.68536424 -0.08183542],[ 0.92010861 -0.69658064 -0.0256841 ]
792,[ 0.78462476 -1.0280427  -0.10954635],[ 0.43083599 -1.14264098 -0.00687864],[ 0.78462476 -1.0280427  -0.10954635],[-0.54642478 -0.9110743  -0.10128104],[1.05233359 0.53322311 0.03539471],[-0.03201725  1.08630736  0.04848177],[ 1.27653808  0.04654347 -0.00992814],[ 0.80738413 -0.99968643 -0.05457728],[1.01600656 0.7579401  0.04448325],[-0.92120523 -0.68840327 -0.08236556],[ 0.92242946 -0.69350814 -0.02558257]
793,[ 0.78751531 -1.02585363 -0.10932607],[ 0.4343381  -1.1413144  -0.00687435],[ 0.78751531 -1.02585363 -0.10932607],[-0.54298024 -0.91309978 -0.10156539],[1.05060335 0.53660772 0.03564305],[-0.0359831   1.08618336  0.04847875],[ 1.27640162  0.05019432 -0.00968362],[ 0.81022142 -0.99739478 -0.05445802],[1.01380298 0.76087112 0.04472068],[-0.91888457 -0.69143462 -0.08289477],[ 0.92474003 -0.69042793 -0.02548076]
794,[ 0.79039968 -1.02365652 -0.10910494],[ 0.43783612 -1.13997707 -0.00686999],[ 0.79039968 -1.02365652 -0.10910494],[-0.53952804 -0.91511239 -0.1018483 ],[1.04886215 0.53998674 0.03589102],[-0.03994848  1.08604492  0.04847507],[ 1.27625467  0.05384476 -0.00943902],[ 0.81305218 -0.99509511 -0.05433832],[1.01159089 0.76379576 0.04495773],[-0.91655364 -0.69445823 -0.08342306],[ 0.9270403  -0.68734003 -0.02537866]
795,[ 0.79327786 -1.0214514  -0.10888295],[ 0.44133002 -1.13862903 -0.00686557],[ 0.79327786 -1.0214514  -0.10888295],[-0.53606823 -0.91711211 -0.10212979],[1.04711003 0.54336014 0.03613862],[-0.04391333  1.08589202  0.04847076],[ 1.27609724  0.05749477 -0.00919435],[ 0.8158764  -0.99278742 -0.05421818],[1.00937031 0.76671398 0.04519441],[-0.91421247 -0.69747409 -0.08395042],[ 0.92933026 -0.68424447 -0.02527628]
796,[ 0.79614983 -1.01923827 -0.10866011],[ 0.44481977 -1.13727028 -0.00686109],[ 0.79614983 -1.01923827 -0.10866011],[-0.53260088 -0.91909891 -0.10240983],[1.045347   0.54672788 0.03638585],[-0.0478776   1.08572468  0.0484658 ],[ 1.27592932  0.06114429 -0.0089496 ],[ 0.81869405 -0.99047175 -0.0540976 ],[1.00714125 0.76962577 0.0454307 ],[-0.91186108 -0.70048215 -0.08447684],[ 0.93160986 -0.6811413  -0.02517362]
797,[ 0.79901556 -1.01701716 -0.10843641],[ 0.44830534 -1.13590083 -0.00685654],[ 0.79901556 -1.01701716 -0.10843641],[-0.52912601 -0.92107276 -0.10268843],[1.04357309 0.55008992 0.03663269],[-0.05184122  1.08554289  0.04846019],[ 1.27575091  0.06479332 -0.00870477],[ 0.82150511 -0.9881481  -0.05397659],[1.00490374 0.77253111 0.04566662],[-0.90949951 -0.70348239 -0.08500232],[ 0.93387909 -0.67803054 -0.02507068]
798,[ 0.80187504 -1.01478808 -0.10821187],[ 0.45178669 -1.1345207  -0.00685193],[ 0.80187504 -1.01478808 -0.10821187],[-0.5256437  -0.92303362 -0.10296559],[1.0417883  0.55344623 0.03687915],[-0.05580416  1.08534667  0.04845394],[ 1.27556203  0.06844181 -0.00845987],[ 0.82430956 -0.98581649 -0.05385514],[1.0026578  0.77542995 0.04590215],[-0.90712777 -0.70647476 -0.08552685],[ 0.93613793 -0.67491223 -0.02496746]
799,[ 0.80472823 -1.01255105 -0.10798648],[ 0.4552638  -1.1331299  -0.00684726],[ 0.80472823 -1.01255105 -0.10798648],[-0.52215397 -0.92498148 -0.10324129],[1.03999266 0.55679678 0.03712523],[-0.05976636  1.085136    0.04844704],[ 1.27536266  0.07208975 -0.00821491],[ 0.82710737 -0.98347695 -0.05373326],[1.00040344 0.77832229 0.04613729],[-0.90474589 -0.70945924 -0.08605042],[ 0.93838634 -0.67178641 -0.02486396]
800,[ 0.80757511 -1.01030609 -0.10776024],[ 0.45873662 -1.13172845 -0.00684251],[ 0.80757511 -1.01030609 -0.10776024],[-0.51865689 -0.92691631 -0.10351554],[1.03818618 0.56014153 0.03737092],[-0.06372776  1.0849109   0.0484395 ],[ 1.27515282  0.07573708 -0.00796987],[ 0.82989852 -0.9811295  -0.05361095],[0.99814069 0.78120809 0.04637205],[-0.90235391 -0.71243579 -0.08657303],[ 0.9406243  -0.66865311 -0.02476019]
801,[ 0.81041567 -1.00805321 -0.10753316],[ 0.46220513 -1.13031635 -0.00683771],[ 0.81041567 -1.00805321 -0.10753316],[-0.5151525  -0.92883807 -0.10378832],[1.03636889 0.56348044 0.03761622],[-0.06768831  1.08467137  0.04843132],[ 1.2749325   0.0793838  -0.00772477],[ 0.83268299 -0.97877414 -0.0534882 ],[0.99586955 0.78408734 0.04660642],[-0.89995184 -0.71540438 -0.08709467],[ 0.94285179 -0.66551236 -0.02465614]
802,[ 0.81324989 -1.00579244 -0.10730523],[ 0.46566929 -1.12889362 -0.00683284],[ 0.81324989 -1.00579244 -0.10730523],[-0.51164085 -0.93074674 -0.10405965],[1.0345408  0.56681348 0.03786113],[-0.07164796  1.0844174   0.04842249],[ 1.27470171  0.08302987 -0.00747961],[ 0.83546076 -0.97641091 -0.05336503],[0.99359006 0.78696001 0.04684039],[-0.89753971 -0.71836497 -0.08761534],[ 0.94506878 -0.6623642  -0.02455181]
803,[ 0.81607773 -1.00352379 -0.10707647],[ 0.46912907 -1.12746028 -0.00682791],[ 0.81607773 -1.00352379 -0.10707647],[-0.50812199 -0.93264231 -0.10432951],[1.03270194 0.57014062 0.03810565],[-0.07560666  1.08414902  0.04841302],[ 1.27446044  0.08667525 -0.00723438],[ 0.83823181 -0.97403982 -0.05324142],[0.99130223 0.78982607 0.04707398],[-0.89511756 -0.72131754 -0.08813503],[ 0.94727524 -0.65920867 -0.02444721]
804,[ 0.81889918 -1.00124728 -0.10684687],[ 0.47258444 -1.12601633 -0.00682291],[ 0.81889918 -1.00124728 -0.10684687],[-0.50459597 -0.93452472 -0.1045979 ],[1.03085232 0.57346182 0.03834976],[-0.07956435  1.0838662   0.0484029 ],[ 1.2742087   0.09031992 -0.0069891 ],[ 0.84099611 -0.97166088 -0.05311739],[0.98900607 0.7926855  0.04730717],[-0.8926854  -0.72426205 -0.08865374],[ 0.94947116 -0.65604579 -0.02434234]
805,[ 0.82171421 -0.99896292 -0.10661643],[ 0.47603537 -1.1245618  -0.00681785],[ 0.82171421 -0.99896292 -0.10661643],[-0.50106284 -0.93639397 -0.10486482],[1.02899196 0.57677704 0.03859348],[-0.08352098  1.08356897  0.04839214],[ 1.27394649  0.09396385 -0.00674376],[ 0.84375363 -0.96927413 -0.05299293],[0.98670162 0.79553828 0.04753996],[-0.89024326 -0.72719846 -0.08917145],[ 0.95165651 -0.65287561 -0.0242372 ]
806,[ 0.82452281 -0.99667074 -0.10638515],[ 0.47948182 -1.12309668 -0.00681272],[ 0.82452281 -0.99667074 -0.10638515],[-0.49752265 -0.93825003 -0.10513026],[1.02712088 0.58008626 0.0388368 ],[-0.08747651  1.08325733  0.04838074],[ 1.27367381  0.097607   -0.00649836],[ 0.84650437 -0.96687957 -0.05286804],[0.98438888 0.79838438 0.04777235],[-0.88779118 -0.73012675 -0.08968817],[ 0.95383126 -0.64969817 -0.02413179]
807,[ 0.82732494 -0.99437075 -0.10615304],[ 0.48292376 -1.12162101 -0.00680753],[ 0.82732494 -0.99437075 -0.10615304],[-0.49397545 -0.94009286 -0.10539421],[1.0252391  0.58338943 0.03907971],[-0.09143087  1.08293127  0.04836869],[ 1.27339067  0.10124936 -0.00625291],[ 0.84924829 -0.96447723 -0.05274273],[0.98206788 0.80122378 0.04800434],[-0.88532918 -0.73304688 -0.09020388],[ 0.95599539 -0.64651348 -0.02402611]
808,[ 0.8301206  -0.99206298 -0.1059201 ],[ 0.48636116 -1.12013479 -0.00680227],[ 0.8301206  -0.99206298 -0.1059201 ],[-0.49042129 -0.94192245 -0.10565669],[1.02334664 0.58668652 0.03932222],[-0.09538401  1.08259081  0.048356  ],[ 1.27309707  0.10489088 -0.00600741],[ 0.85198538 -0.96206712 -0.05261699],[0.97973864 0.80405645 0.04823593],[-0.88285728 -0.73595882 -0.09071859],[ 0.95814887 -0.6433216  -0.02392016]
809,[ 0.83290975 -0.98974743 -0.10568633],[ 0.48979398 -1.11863803 -0.00679696],[ 0.83290975 -0.98974743 -0.10568633],[-0.48686022 -0.94373876 -0.10591767],[1.02144352 0.58997751 0.03956431],[-0.09933588  1.08223595  0.04834266],[ 1.27279301  0.10853154 -0.00576186],[ 0.8547156  -0.95964927 -0.05249083],[0.97740117 0.80688238 0.04846712],[-0.88037552 -0.73886253 -0.09123229],[ 0.96029169 -0.64012256 -0.02381394]
810,[ 0.83569238 -0.98742412 -0.10545173],[ 0.4932222  -1.11713076 -0.00679157],[ 0.83569238 -0.98742412 -0.10545173],[-0.48329228 -0.94554178 -0.10617716],[1.01952976 0.59326234 0.039806  ],[-0.10328644  1.08186669  0.04832869],[ 1.27247849  0.11217131 -0.00551626],[ 0.85743895 -0.9572237  -0.05236425],[0.9750555  0.80970153 0.04869789],[-0.87788392 -0.74175798 -0.09174496],[ 0.96242381 -0.63691639 -0.02370747]
811,[ 0.83846846 -0.98509309 -0.10521631],[ 0.49664578 -1.11561297 -0.00678613],[ 0.83846846 -0.98509309 -0.10521631],[-0.47971754 -0.94733147 -0.10643515],[1.01760538 0.596541   0.04004727],[-0.10723562  1.08148303  0.04831406],[ 1.27215352  0.11581016 -0.00527062],[ 0.86015539 -0.95479042 -0.05223724],[0.97270165 0.81251389 0.04892826],[-0.87538251 -0.74464515 -0.09225661],[ 0.96454522 -0.63370312 -0.02360072]
812,[ 0.84123798 -0.98275433 -0.10498006],[ 0.50006469 -1.1140847  -0.00678062],[ 0.84123798 -0.98275433 -0.10498006],[-0.47613604 -0.94910781 -0.10669165],[1.0156704  0.59981344 0.04028812],[-0.11118337  1.08108499  0.0482988 ],[ 1.27181809  0.11944805 -0.00502493],[ 0.86286491 -0.95234946 -0.05210982],[0.97033963 0.81531942 0.04915822],[-0.87287132 -0.747524   -0.09276723],[ 0.96665588 -0.6304828  -0.02349372]
813,[ 0.8440009  -0.98040788 -0.10474299],[ 0.5034789  -1.11254595 -0.00677504],[ 0.8440009  -0.98040788 -0.10474299],[-0.47254783 -0.95087078 -0.10694664],[1.01372484 0.60307964 0.04052855],[-0.11512964  1.08067257  0.0482829 ],[ 1.27147221  0.12308497 -0.0047792 ],[ 0.86556749 -0.94990082 -0.05198197],[0.96796947 0.81811811 0.04938776],[-0.87035037 -0.75039449 -0.09327681],[ 0.96875579 -0.62725546 -0.02338645]
814,[ 0.84675722 -0.97805374 -0.1045051 ],[ 0.50688837 -1.11099674 -0.00676941],[ 0.84675722 -0.97805374 -0.1045051 ],[-0.46895296 -0.95262035 -0.10720012],[1.01176872 0.60633955 0.04076856],[-0.11907438  1.08024577  0.04826635],[ 1.27111589  0.12672087 -0.00453343],[ 0.8682631  -0.94744455 -0.05185371],[0.96559118 0.82090994 0.04961689],[-0.8678197  -0.7532566  -0.09378535],[ 0.97084491 -0.62402114 -0.02327892]
815,[ 0.8495069  -0.97569195 -0.10426639],[ 0.51029307 -1.10943707 -0.0067637 ],[ 0.8495069  -0.97569195 -0.10426639],[-0.46535148 -0.9543565  -0.1074521 ],[1.00980205 0.60959315 0.04100815],[-0.12301754  1.0798046   0.04824916],[ 1.27074913  0.13035573 -0.00428763],[ 0.87095171 -0.94498064 -0.05172503],[0.96320478 0.82369487 0.04984561],[-0.86527933 -0.75611029 -0.09429284],[ 0.97292321 -0.62077986 -0.02317113]
816,[ 0.85224992 -0.97332251 -0.10402686],[ 0.51369298 -1.10786698 -0.00675794],[ 0.85224992 -0.97332251 -0.10402686],[-0.46174344 -0.9560792  -0.10770256],[1.00782487 0.61284039 0.0412473 ],[-0.12695906  1.07934907  0.04823132],[ 1.27037192  0.13398953 -0.00404179],[ 0.87363332 -0.94250913 -0.05159593],[0.96081031 0.82647289 0.0500739 ],[-0.86272929 -0.75895553 -0.09479928],[ 0.97499069 -0.61753168 -0.02306309]
817,[ 0.85498627 -0.97094545 -0.10378652],[ 0.51708805 -1.10628646 -0.00675211],[ 0.85498627 -0.97094545 -0.10378652],[-0.4581289  -0.95778842 -0.1079515 ],[1.00583719 0.61608126 0.04148603],[-0.13089889  1.07887918  0.04821285],[ 1.26998427  0.13762222 -0.00379592],[ 0.87630789 -0.94003003 -0.05146642],[0.95840776 0.82924398 0.05030178],[-0.86016961 -0.76179229 -0.09530466],[ 0.9770473  -0.61427662 -0.02295478]
818,[ 0.85771592 -0.96856078 -0.10354537],[ 0.52047827 -1.10469555 -0.00674622],[ 0.85771592 -0.96856078 -0.10354537],[-0.4545079  -0.95948415 -0.10819892],[1.00383903 0.6193157  0.04172433],[-0.13483698  1.07839493  0.04819374],[ 1.2695862   0.14125377 -0.00355001],[ 0.87897542 -0.93754337 -0.05133649],[0.95599717 0.8320081  0.05052923],[-0.85760032 -0.76462053 -0.09580897],[ 0.97909304 -0.61101472 -0.02284623]
819,[ 0.86043885 -0.96616852 -0.1033034 ],[ 0.52386358 -1.10309424 -0.00674026],[ 0.86043885 -0.96616852 -0.1033034 ],[-0.4508805  -0.96116636 -0.10844482],[1.00183042 0.62254369 0.04196219],[-0.13877328  1.07789634  0.04817398],[ 1.26917769  0.14488417 -0.00330408],[ 0.88163586 -0.93504915 -0.05120615],[0.95357856 0.83476524 0.05075626],[-0.85502144 -0.76744024 -0.09631221],[ 0.98112788 -0.60774601 -0.02273741]
820,[ 0.86315504 -0.9637687  -0.10306063],[ 0.52724397 -1.10148256 -0.00673425],[ 0.86315504 -0.9637687  -0.10306063],[-0.44724674 -0.96283503 -0.10868919],[0.99981137 0.6257652  0.04219961],[-0.14270773  1.07738341  0.04815358],[ 1.26875875  0.14851338 -0.00305812],[ 0.88428921 -0.93254741 -0.0510754 ],[0.95115195 0.83751538 0.05098287],[-0.85243301 -0.77025136 -0.09681438],[ 0.98315179 -0.60447054 -0.02262835]
821,[ 0.86586447 -0.96136132 -0.10281704],[ 0.53061941 -1.09986052 -0.00672816],[ 0.86586447 -0.96136132 -0.10281704],[-0.44360668 -0.96449012 -0.10893202],[0.9977819  0.62898019 0.0424366 ],[-0.14664028  1.07685615  0.04813254],[ 1.26832939  0.15214137 -0.00281213],[ 0.88693544 -0.93003817 -0.05094423],[0.94871735 0.84025848 0.05120904],[-0.84983505 -0.77305388 -0.09731546],[ 0.98516475 -0.60118834 -0.02251903]
822,[ 0.86856712 -0.95894642 -0.10257266],[ 0.53398985 -1.09822814 -0.00672202],[ 0.86856712 -0.95894642 -0.10257266],[-0.43996037 -0.96613163 -0.10917332],[0.99574204 0.63218862 0.04267314],[-0.15057089  1.07631456  0.04811087],[ 1.26788961  0.15576811 -0.00256612],[ 0.88957453 -0.92752144 -0.05081266],[0.94627479 0.84299453 0.05143479],[-0.8472276  -0.77584776 -0.09781546],[ 0.98716675 -0.59789944 -0.02240946]
823,[ 0.87126296 -0.956524   -0.10232746],[ 0.53735527 -1.09658543 -0.00671581],[ 0.87126296 -0.956524   -0.10232746],[-0.43630786 -0.96775952 -0.10941309],[0.99369181 0.63539047 0.04290924],[-0.15449948  1.07575865  0.04808855],[ 1.26743941  0.15939357 -0.00232009],[ 0.89220646 -0.92499724 -0.05068068],[0.94382428 0.8457235  0.0516601 ],[-0.84461068 -0.77863297 -0.09831436],[ 0.98915775 -0.59460389 -0.02229965]
824,[ 0.87395198 -0.95409409 -0.10208147],[ 0.54071564 -1.0949324  -0.00670954],[ 0.87395198 -0.95409409 -0.10208147],[-0.43264921 -0.96937378 -0.10965131],[0.99163122 0.6385857  0.04314489],[-0.15842603  1.07518843  0.04806559],[ 1.26697879  0.16301772 -0.00207404],[ 0.8948312  -0.92246559 -0.05054829],[0.94136585 0.84844538 0.05188498],[-0.84198432 -0.78140948 -0.09881217],[ 0.99113774 -0.59130172 -0.02218958]
825,[ 0.87663415 -0.9516567  -0.10183468],[ 0.54407092 -1.09326908 -0.0067032 ],[ 0.87663415 -0.9516567  -0.10183468],[-0.42898445 -0.97097438 -0.10988798],[0.98956031 0.64177428 0.04338009],[-0.16235046  1.07460391  0.04804199],[ 1.26650777  0.16664053 -0.00182798],[ 0.89744875 -0.91992652 -0.05041549],[0.93889952 0.85116014 0.05210942],[-0.83934855 -0.78417726 -0.09930887],[ 0.99310669 -0.58799296 -0.02207927]
826,[ 0.87930946 -0.94921186 -0.10158709],[ 0.54742109 -1.09159548 -0.00669681],[ 0.87930946 -0.94921186 -0.10158709],[-0.42531366 -0.97256129 -0.11012311],[0.98747908 0.64495618 0.04361484],[-0.16627274  1.0740051   0.04801776],[ 1.26602634  0.17026197 -0.0015819 ],[ 0.90005907 -0.91738005 -0.05028229],[0.93642531 0.85386775 0.05233343],[-0.83670341 -0.78693627 -0.09980446],[ 0.99506459 -0.58467765 -0.02196871]
827,[ 0.88197788 -0.94675959 -0.1013387 ],[ 0.5507661  -1.08991161 -0.00669035],[ 0.88197788 -0.94675959 -0.1013387 ],[-0.42163686 -0.9741345  -0.11035669],[0.98538757 0.64813135 0.04384914],[-0.1701928   1.07339199  0.04799288],[ 1.26553451  0.17388201 -0.0013358 ],[ 0.90266214 -0.91482619 -0.05014868],[0.93394324 0.85656819 0.052557  ],[-0.83404891 -0.78968649 -0.10029894],[ 0.9970114  -0.58135584 -0.02185791]
